index,origin,ea,size,h4,h8,h16,h32,h64
1579.0,493.0,1554.4768643113584,1428571.0,3.858083631192826,5.704278013817508,7.34468134565137,8.814526979108269,10.375735238426248
1580.0,827.0,8420.408454569508,1639849.0,3.538443130607144,4.989186461785534,6.4752184609277545,8.093885462959298,9.686624848022216
1581.0,1503.0,5429.104639274273,1079392.0,3.518709132862806,5.034043580878934,6.718191398108307,8.300793839639793,9.997698460288866
1582.0,1288.0,4242.491984692387,1148532.0,3.4292397310356786,5.182792451619124,6.899326843025603,8.51496946649296,10.12468894626448
1583.0,471.0,2177.2019628744906,236726.0,3.978999495842054,5.100705841152571,5.7026429625752,7.13514209896709,8.830339514437053
1584.0,493.0,2117.45307438093,126055.0,3.9996572140747633,5.965828972608403,6.040625017119635,7.555582142368916,9.337145129451098
1585.0,997.0,2092.9125600438347,175134.0,3.9997118550988686,5.597469115130653,6.154690771668227,7.736690563480001,9.574350991058646
1586.0,1503.0,2366.471366718985,221602.0,3.87220718371912,5.661263395413329,6.10175118421445,7.607796089977173,9.456030896813182
1587.0,1518.0,10019.12150704988,1312496.0,3.822567906487561,5.046842950650601,6.562619303377075,8.120922290651828,9.63270037031369
1588.0,734.0,5361.131166310277,113833.0,3.999851870037317,5.9759168360556965,5.993202430211468,7.097311946293026,8.86695653718874
1589.0,1312.0,2573.728001955747,1756484.0,3.653971815369329,5.228129141647877,6.570006726644785,7.969212397156513,9.48034313145951
1590.0,643.0,8654.690600728005,678668.0,3.698921159611371,5.102733272539597,6.550925940552398,8.200109734783148,9.952816923744384
1591.0,1503.0,6070.474339793336,1206785.0,3.697336986367896,5.414191126867474,7.120641175658971,8.756407093708368,10.319676251581884
1592.0,1566.0,2463.114534220865,217047.0,3.974448336122173,5.490853355343667,5.954870137265745,7.646345469449676,9.439046022150848
1593.0,1503.0,3641.801625128791,1139004.0,3.845730093688517,5.536201818821994,7.027239426195746,8.553887078857567,10.15856114537176
1594.0,1154.0,8932.172820693388,949639.0,3.8128101740117097,5.354045609086818,6.7885136780535085,8.260446416125026,9.840468068526754
1595.0,859.0,520.3777281415763,816279.0,2.765118012262003,3.786006033601264,5.282628742221647,7.051512096799261,8.937810553442668
1596.0,1518.0,9100.538297300422,560471.0,3.299251994279893,4.619461020226535,6.189024388081577,7.806093513938851,9.451173972328354
1597.0,1503.0,2750.265310210906,217370.0,3.988864996314792,5.226371386388859,5.772258771284435,7.45037896033414,9.284800812310188
1598.0,1588.0,3368.975524077237,1392858.0,3.734338188376784,5.374381273848053,6.941962109453998,8.470622409781559,10.007368353539912
1599.0,1503.0,9722.212126001126,1017484.0,3.917241019136017,5.76524215922538,7.326354414563117,8.763100656145433,10.272177761515133
1600.0,1503.0,3582.9322770163512,1342046.0,3.4882251986078483,5.123602175730751,6.681962795859233,8.098715791984405,9.665112316832932
1601.0,1501.0,4820.152954649383,336197.0,3.7825604946520928,4.845523681025841,6.261213520611662,7.900377730965333,9.71150965325226
1602.0,1518.0,7622.116706199208,1410688.0,3.521794238935488,5.122662627853472,6.300472999735629,7.831472976240426,9.419543451250163
1603.0,1372.0,8478.255721666474,988942.0,3.6793822222716224,5.420136395973662,6.990911115489896,8.58364297577965,10.13011689682693
1604.0,1390.0,2496.652024638157,319406.0,3.750979749008693,4.702369126794537,5.856776347614035,7.541388199471856,9.366022866949905
1605.0,1154.0,7480.906572435543,1429793.0,3.6755290116164137,5.218091013674346,6.621250990732008,8.080515925235854,9.69103523633506
1606.0,886.0,904.1131237522928,611790.0,3.708780864091733,4.956231381592133,5.84307707230797,7.510378462087392,9.271311582638084
1607.0,859.0,5397.37887839924,340043.0,3.1711563310489783,4.169130999116526,5.620400328480709,7.354945772152477,9.182446305749211
1608.0,1314.0,11710.082634705765,739845.0,3.685102367221596,5.224330282792229,6.844239130341284,8.395954720149183,9.956473778360994
1609.0,499.0,3962.0736380999047,124650.0,3.999705370307465,5.98457468750467,6.013996472339858,7.400369344371398,9.20657349658998
1610.0,288.0,3029.333550928128,427427.0,3.995730180555757,4.813693008818197,5.77691823789883,7.473991023534163,9.316550672209514
1611.0,997.0,10813.455112257056,1050388.0,3.613875650763158,5.27972127829409,6.901704703104945,8.467339744912636,10.087050992037916
1612.0,1061.0,5364.912700570643,178943.0,3.998974410373578,5.8150701037390125,6.282569796457732,7.891464880323874,9.648318875081868
1613.0,936.0,5336.175940961918,1100104.0,3.5266986016062107,4.895410034201562,6.49064501958919,8.146495553942662,9.78365458647756
1614.0,1503.0,691.1377539847565,613154.0,3.70133700426979,4.696315885119088,6.005870963490769,7.718860148041942,9.510628822009
1615.0,932.0,7027.181490751563,1011724.0,3.814102026975786,4.969092668084958,6.127213601578596,7.6007812448321825,9.267260280023295
1616.0,1607.0,1387.1449994162313,321580.0,3.7914700573130418,4.7911718617686585,6.097219398278845,7.773425466449743,9.576327266063457
1617.0,1503.0,4924.242146248004,157717.0,3.999393939580827,5.914476781395544,5.981482727174926,7.5344071893972915,9.306546707569634
1618.0,850.0,6482.797865773217,1553163.0,3.508550003887851,4.680735811591057,6.1919821339392325,7.812009128792456,9.459329567756113
1619.0,1531.0,4338.867598432238,404815.0,3.864748485962668,4.402837167690375,5.264180275173104,6.852845638050187,8.59597144476624
1620.0,1457.0,2252.3434978663377,302536.0,3.866497669392436,4.800836540312931,6.174879494555123,7.784343300541155,9.585295642772373
1621.0,1288.0,481.8733290211981,1426729.0,3.9638155837370617,5.155907623844934,6.3979405714441855,8.06622332231226,9.843262378192865
1622.0,1535.0,3915.508756762352,1153826.0,3.658619301759633,5.149601847159602,6.465419408801041,7.893630439816677,9.46164098900656
1623.0,1288.0,1451.795398954309,1188794.0,3.2742754769986435,4.64358272882771,6.209387897132524,7.923259200306043,9.714288737247903
1624.0,1503.0,6509.731212241617,1068346.0,3.673905784080591,5.2185813783500805,6.885796583468762,8.423883418501497,10.097395347726351
1625.0,1457.0,887.4915068296075,3913441.0,3.1983768289215915,4.034971420658881,5.563087218807207,7.277342159267744,9.103710980439333
1626.0,932.0,1175.0749135838453,195579.0,3.998741032106008,5.51809669864264,5.919632101914672,7.37784687682269,9.146720581013437
1627.0,1061.0,450.45582533249,936512.0,3.9931020209153534,5.106213705567182,6.094798432368305,7.656068930567577,9.381569379718536
1628.0,860.0,1017.3220455577538,446750.0,3.546959771416523,4.599376305001233,5.673919338363758,7.270160536464383,9.026579055750863
1629.0,304.0,5553.165967911104,1257716.0,3.8823042703623374,5.702013368144192,7.09152495477983,8.536838499622863,9.971377152834958
1630.0,1607.0,1813.9044209809035,695576.0,3.7252915681850327,5.007600158111893,6.344065099577327,8.024251586158313,9.840393194142454
1631.0,907.0,2398.5130606860093,288136.0,3.6891746122346745,5.102632534477232,5.842096868479388,7.403506644696261,9.16393091615526
1632.0,1518.0,581.3171605518299,976711.0,3.8279029824642334,5.152654403825375,6.734119968468476,8.341617655847841,10.021863306758462
1633.0,1061.0,7805.310833419708,904682.0,3.923503341789636,5.7819859603236505,7.452007956668618,9.14191959470815,10.82079886120185
1634.0,405.0,2353.650803575182,731239.0,3.921716792969353,4.776257658874943,5.771989008889885,7.42673903547322,9.28104882284604
1635.0,1503.0,6149.546619889121,1010048.0,3.765279047454776,4.880470874211015,6.165855545393717,7.760196055979405,9.394563274789398
1636.0,1619.0,1634.552099854576,387936.0,3.4835162212172825,4.121856730019482,5.397380147383421,6.961985857022457,8.714621522398678
1637.0,639.0,2238.477036819811,1106255.0,3.6674428414143168,5.473090965833266,7.137298760641013,8.678480271894475,10.284330177117926
1638.0,1144.0,9893.241099313382,1009911.0,3.909299553185362,5.669643875886331,7.153154564146249,8.668859666949237,10.28714035863433
1639.0,1518.0,9167.057513936845,902630.0,3.6866349250350736,5.369820704753466,7.003766738400998,8.540708449002741,10.184214768203166
1640.0,1503.0,1127.1859144197367,484376.0,3.675825277580291,4.830552318713687,5.905138490977106,7.579478492667167,9.36718338089199
1641.0,1503.0,9004.221060277152,555034.0,3.5405022495779512,5.112840316281291,6.7027633517813126,8.376564097555068,10.138183542737488
1642.0,1619.0,2570.976934598735,982608.0,3.902876540831235,5.748932118324468,7.513106929429476,9.160013473767712,10.758967698391976
1643.0,304.0,3872.258579022242,197027.0,3.999764166077584,5.978171483228324,6.077153298166525,7.415701776186589,9.222368226529513
1644.0,1120.0,5256.997182660923,247193.0,3.898154542160001,4.496843324930129,5.921976922479871,7.584027384277373,9.415286874505115
1645.0,493.0,2443.4535661165287,267327.0,3.96374963001568,5.169565494250774,5.970008157920009,7.587429045878485,9.409631332612154
1646.0,776.0,4794.63385124552,388527.0,3.987891080439399,5.214125697133867,6.814814874053341,8.509252765982719,10.243492434595035
1647.0,1390.0,5386.221389326687,118694.0,3.99964445066964,5.9974612129200064,6.067638414687067,7.4907990534995985,9.253732309327829
1648.0,1503.0,4846.077350038464,1162404.0,3.49866997989404,4.473230664523671,5.901860740174568,7.564805392258821,9.270266469837969
1649.0,1503.0,10409.20652787814,1035662.0,3.517266501752756,4.770319782529612,6.064057303192929,7.623611949118592,9.274091326833046
1650.0,1607.0,3889.410642347615,975603.0,3.811234314423223,5.382630531299292,6.842516671448295,8.415304301881145,9.96104766327915
1651.0,1154.0,10942.38108580759,615069.0,3.507131682723617,4.788894209397373,6.483992509063597,8.220858755568958,9.887759708030208
1652.0,1503.0,1833.981935908244,403523.0,3.867593921748944,4.9446654286152985,5.764065208957116,7.3334190260552194,9.11357530223484
1653.0,1503.0,703.103998412549,767953.0,3.6613885968172113,4.459256093606873,5.778906381161592,7.492432796708499,9.352749656698196
1654.0,1636.0,7117.567056163621,967591.0,3.8985977052526257,5.690435607152184,7.393976304924781,8.968209936708599,10.558152575473594
1655.0,1061.0,6085.155160545698,1292546.0,3.7537956494959417,5.468760419508572,7.080706322293005,8.663784980421015,10.281303152680271
1656.0,564.0,7449.338417320946,777964.0,3.9501885506875687,5.813793715633123,7.295203728486761,8.721794954420893,10.367420181421718
1657.0,1503.0,6910.736938559296,919420.0,2.7258905363158243,4.255864751206678,5.918768311880303,7.628670986414786,9.355276944162371
1658.0,848.0,2285.139988320936,143641.0,3.999719292944948,5.988794711496082,6.070972762835098,7.550857096154221,9.2941793518924
1659.0,513.0,4721.29617701932,124529.0,3.977354618678606,5.825303658830318,6.03462407573161,7.55842001983633,9.381900930829351
1660.0,1390.0,1729.180490327009,722072.0,3.3960192118457897,4.251315532377298,5.524244558770983,7.17950541278932,8.933466183704116
1661.0,1061.0,448.54088725374527,1050121.0,3.975274665163273,5.415060357409965,6.3388511308095055,7.964704407969801,9.734459541573958
1662.0,1607.0,5428.575295797712,221475.0,3.118089263402383,4.0448228200463205,5.765527719981823,7.559857043143928,9.402243149580574
1663.0,1457.0,5310.82971008283,259860.0,3.9183781673242897,4.720831971202081,6.100828332286124,7.8162446935042755,9.626616249196813
1664.0,1503.0,9116.63304826801,944881.0,3.856624430117303,5.559285907875539,7.26331823000919,8.808498781733471,10.457302033998811
1665.0,1390.0,8677.46616616588,708688.0,3.179835504229489,4.741615416094146,6.352603394214541,8.076733183879032,9.77053715917204
1666.0,1447.0,689.3239677931289,1369218.0,3.5420194711496022,4.813927888835121,6.310674714202961,8.083282214146825,9.947389336562315
1667.0,1247.0,5562.754206365965,1256581.0,3.689521188741144,5.3814245385264,7.02488567155487,8.51404600867918,10.043498167766522
1668.0,1518.0,5366.99307614068,136519.0,3.969004421620808,5.4071830408799535,6.398428072182071,8.186597033687944,10.105646980512958
1669.0,1061.0,526.4979869147758,4646330.0,3.8983047056701,4.6938848617809565,5.85447630757719,7.552875079592253,9.327266674644555
1670.0,633.0,1757.87283990499,358811.0,3.903336058199224,5.007744725613169,6.0845829696786495,7.790130487042709,9.632083745288067
1671.0,1503.0,2568.5336996179453,1312026.0,3.59543580329584,5.041221471674177,6.603153609609638,8.081529723610053,9.60394254774975
1672.0,773.0,4504.65807269086,1618217.0,3.368861853652441,4.793418488824393,6.272781811963716,7.818097210502983,9.304003421305232
1673.0,1503.0,2030.226279255667,582669.0,3.745672711494705,5.155039270809606,5.780831513014025,7.294419302348299,8.98937383987559
1674.0,1443.0,2772.880235046568,1158749.0,3.680008644823528,4.897773671572635,6.261325087124995,7.806200015460861,9.476458721473843
1675.0,1390.0,6773.686042260587,1337015.0,3.800818432437538,5.589588990557315,7.222347327231224,8.72838031148689,10.307726346272268
1676.0,1390.0,3943.625057487304,1144272.0,3.714475778050904,5.222353942868677,6.692775338588961,8.099934752180719,9.623939850062694
1677.0,1556.0,1926.130695102232,351457.0,3.521887168532998,3.9974963377294577,5.433845197033541,7.189702761145659,9.029424798309826
1678.0,149.0,4535.205636910655,413997.0,3.98895343076395,5.328812290544263,6.796102709121232,8.56927570697817,10.38082720458257
1679.0,1524.0,9150.794894078106,1054457.0,3.81939365270536,5.536002182309554,7.027964671073305,8.562467165549968,10.20153731655071
1680.0,1390.0,5373.852774763068,137462.0,3.9981830815370025,5.361899540996319,5.925568247321863,7.572543295250123,9.433600293766892
1681.0,1554.0,2812.4154468208585,217820.0,3.999635078501444,5.941133338575629,6.066954919062913,7.314532636100294,9.139940752286348
1682.0,1503.0,5907.326028232623,1276552.0,3.6018139027419585,4.903710934089863,6.49593968599063,8.106994103411697,9.713825885645312
1683.0,1390.0,2450.197430422605,409868.0,3.874616459857928,5.012716726846344,6.439101017375177,8.166412785078432,10.034485220769811
1684.0,1503.0,3608.63646835186,411118.0,3.379110826342915,4.346266708498723,5.849028352413771,7.605177311888832,9.432871226240083
